Gene name	Human gene stable ID	Human gene name	Query protein or transcript ID	Human homology type	Human orthology confidence [0 low, 1 high]
DLL1	ENSG00000198719	DLL1	ENSTGUP00000010098	ortholog_one2one	1
ADCY3	ENSG00000138031	ADCY3	ENSTGUP00000032007	ortholog_one2one	1
					
					
IFT88	ENSG00000032742	IFT88	ENSTGUP00000020810	ortholog_one2one	1
NKAIN2	ENSG00000188580	NKAIN2	ENSTGUP00000036891	ortholog_one2one	1
ERMARD	ENSG00000130023	ERMARD	ENSTGUP00000010083	ortholog_one2one	1
	ENSG00000160194	NDUFV3	ENSTGUP00000005901	ortholog_one2one	0
CADPS2	ENSG00000081803	CADPS2	ENSTGUP00000024447	ortholog_one2one	1
POMC	ENSG00000115138	POMC	ENSTGUP00000017296	ortholog_one2one	1
EDN1	ENSG00000078401	EDN1	ENSTGUP00000005994	ortholog_one2one	1
NDFIP2	ENSG00000102471	NDFIP2	ENSTGUP00000024012	ortholog_one2one	1
ERICH1	ENSG00000104714	ERICH1	ENSTGUP00000013324	ortholog_one2one	1
	ENSG00000131018	SYNE1	ENSTGUP00000032088	ortholog_one2many	0
					
BTBD3	ENSG00000132640	BTBD3	ENSTGUP00000021193	ortholog_one2one	1
					
RFC1	ENSG00000035928	RFC1	ENSTGUP00000036781	ortholog_one2one	1
					
					
STXBP5	ENSG00000164506	STXBP5	ENSTGUP00000011068	ortholog_one2one	1
DYNLT2	ENSG00000184786	DYNLT2	ENSTGUP00000010056	ortholog_one2one	1
					
					
MYCT1	ENSG00000120279	MYCT1	ENSTGUP00000011535	ortholog_one2one	1
					
WDR4	ENSG00000160193	WDR4	ENSTGUP00000005897	ortholog_one2one	1
GALM	ENSG00000143891	GALM	ENSTGUP00000032042	ortholog_one2one	1
UBE2W	ENSG00000104343	UBE2W	ENSTGUP00000028392	ortholog_one2one	1
SPTLC3	ENSG00000172296	SPTLC3	ENSTGUP00000002547	ortholog_one2one	1
EXOSC8	ENSG00000120699	EXOSC8	ENSTGUP00000034581	ortholog_one2one	1
	ENSG00000188385	JAKMIP3	ENSTGUP00000032636	ortholog_one2many	1
VIP	ENSG00000146469	VIP	ENSTGUP00000011533	ortholog_one2one	1
					
	ENSG00000115875	SRSF7	ENSTGUP00000024908	ortholog_one2many	1
	ENSG00000120915	EPHX2	ENSTGUP00000028351	ortholog_one2many	0
ELOC	ENSG00000154582	ELOC	ENSTGUP00000035779	ortholog_one2one	1
					
RBM26	ENSG00000139746	RBM26	ENSTGUP00000012960	ortholog_one2one	1
MTRF1L	ENSG00000112031	MTRF1L	ENSTGUP00000011528	ortholog_one2one	1
RELN	ENSG00000189056	RELN	ENSTGUP00000002962	ortholog_one2one	1
PDE9A	ENSG00000160191	PDE9A	ENSTGUP00000005886	ortholog_one2one	1
ALG5	ENSG00000120697	ALG5	ENSTGUP00000012266	ortholog_one2one	1
JMJD7	ENSG00000243789	JMJD7	ENSTGUP00000037488	ortholog_one2one	1
TMEM70	ENSG00000175606	TMEM70	ENSTGUP00000011916	ortholog_one2one	1
	ENSG00000152147	GEMIN6	ENSTGUP00000002159	ortholog_one2one	0
	ENSG00000120903	CHRNA2	ENSTGUP00000033627	ortholog_one2many	1
ISM1	ENSG00000101230	ISM1	ENSTGUP00000035925	ortholog_one2one	1
					
KLB	ENSG00000134962	KLB	ENSTGUP00000009157	ortholog_one2one	1
CRYL1	ENSG00000165475	CRYL1	ENSTGUP00000011663	ortholog_one2one	1
DLGAP2	ENSG00000198010	DLGAP2	ENSTGUP00000022956	ortholog_one2one	1
LY96	ENSG00000154589	LY96	ENSTGUP00000011918	ortholog_one2one	1
					
					
					
VWF	ENSG00000110799	VWF	ENSTGUP00000012294	ortholog_one2one	1
					
					
					
JPH1	ENSG00000104369	JPH1	ENSTGUP00000011922	ortholog_one2one	1
	ENSG00000165474	GJB2	ENSTGUP00000011657	ortholog_one2many	1
					
					
RGS17	ENSG00000091844	RGS17	ENSTGUP00000037456	ortholog_one2one	1
RFXAP	ENSG00000133111	RFXAP	ENSTGUP00000025755	ortholog_one2one	1
					
	ENSG00000115875	SRSF7	ENSTGUP00000002155	ortholog_one2many	0
TASP1	ENSG00000089123	TASP1	ENSTGUP00000002537	ortholog_one2one	1
					
SERTM1	ENSG00000180440	SERTM1	ENSTGUP00000029169	ortholog_one2one	1
GDAP1	ENSG00000104381	GDAP1	ENSTGUP00000033156	ortholog_one2one	1
	ENSG00000120899	PTK2B	ENSTGUP00000019835	ortholog_one2many	0
					
	ENSG00000151640	DPYSL4	ENSTGUP00000038246	ortholog_one2many	1
					
RPL9	ENSG00000163682	RPL9	ENSTGUP00000020967	ortholog_one2one	1
SLC37A1	ENSG00000160190	SLC37A1	ENSTGUP00000029920	ortholog_one2one	1
CCNA1	ENSG00000133101	CCNA1	ENSTGUP00000012251	ortholog_one2one	1
					
	ENSG00000165474	GJB2	ENSTGUP00000021151	ortholog_one2many	1
	ENSG00000159337	PLA2G4D	ENSTGUP00000011300	ortholog_one2many	0
	ENSG00000243708	PLA2G4B	ENSTGUP00000011300	ortholog_one2many	1
					
PHF10	ENSG00000130024	PHF10	ENSTGUP00000010053	ortholog_one2one	1
					
					
					
OPRM1	ENSG00000112038	OPRM1	ENSTGUP00000011525	ortholog_one2one	1
FEZF1	ENSG00000128610	FEZF1	ENSTGUP00000004619	ortholog_one2one	1
ESF1	ENSG00000089048	ESF1	ENSTGUP00000002521	ortholog_one2one	1
LIAS	ENSG00000121897	LIAS	ENSTGUP00000009119	ortholog_one2one	1
					
					
	ENSG00000165752	STK32C	ENSTGUP00000027391	ortholog_one2many	1
					
GJA3	ENSG00000121743	GJA3	ENSTGUP00000011655	ortholog_one2one	1
SAMD5	ENSG00000203727	SAMD5	ENSTGUP00000038613	ortholog_one2one	1
DHX57	ENSG00000163214	DHX57	ENSTGUP00000002144	ortholog_one2one	1
					
RSPH1	ENSG00000160188	RSPH1	ENSTGUP00000005825	ortholog_one2one	1
					
OBI1	ENSG00000152193	OBI1	ENSTGUP00000032470	ortholog_one2one	1
					
AASS	ENSG00000008311	AASS	ENSTGUP00000004667	ortholog_one2one	1
					
					
					
	ENSG00000171813	PWWP2B	ENSTGUP00000029378	ortholog_one2many	1
NDUFAF5	ENSG00000101247	NDUFAF5	ENSTGUP00000002515	ortholog_one2one	1
					
DRC1	ENSG00000157856	DRC1	ENSTGUP00000032192	ortholog_one2one	1
C6orf120	ENSG00000185127	C6orf120	ENSTGUP00000020413	ortholog_one2one	1
POU4F1	ENSG00000152192	POU4F1	ENSTGUP00000023249	ortholog_one2one	1
					
UBASH3A	ENSG00000160185	UBASH3A	ENSTGUP00000005799	ortholog_one2one	1
	ENSG00000172264	MACROD2	ENSTGUP00000033771	ortholog_one2many	0
SPART	ENSG00000133104	SPART	ENSTGUP00000036938	ortholog_one2one	1
ORC5	ENSG00000164815	ORC5	ENSTGUP00000035752	ortholog_one2one	1
					
TRIM35	ENSG00000104228	TRIM35	ENSTGUP00000021194	ortholog_one2one	1
ZMYM2	ENSG00000121741	ZMYM2	ENSTGUP00000011654	ortholog_one2one	1
					
ARHGEF33	ENSG00000214694	ARHGEF33	ENSTGUP00000002138	ortholog_one2one	1
					
					
					
					
SASH1	ENSG00000111961	SASH1	ENSTGUP00000022587	ortholog_one2one	1
					
TMPRSS3	ENSG00000160183	TMPRSS3	ENSTGUP00000005768	ortholog_one2one	1
					
ARHGEF10	ENSG00000104728	ARHGEF10	ENSTGUP00000030395	ortholog_one2one	1
FLRT3	ENSG00000125848	FLRT3	ENSTGUP00000028514	ortholog_one2one	1
	ENSG00000015592	STMN4	ENSTGUP00000026787	ortholog_one2one	0
SOS1	ENSG00000115904	SOS1	ENSTGUP00000002133	ortholog_one2one	1
					
TFF2	ENSG00000160181	TFF2	ENSTGUP00000005735	ortholog_one2one	1
					
					
					
UGDH	ENSG00000109814	UGDH	ENSTGUP00000009097	ortholog_one2one	1
					
					
LHFPL3	ENSG00000187416	LHFPL3	ENSTGUP00000022472	ortholog_one2one	1
					
					
PSPC1	ENSG00000121390	PSPC1	ENSTGUP00000011650	ortholog_one2one	1
ABCG1	ENSG00000160179	ABCG1	ENSTGUP00000005731	ortholog_one2one	1
INPP5A	ENSG00000068383	INPP5A	ENSTGUP00000031836	ortholog_one2one	1
SMIM14	ENSG00000163683	SMIM14	ENSTGUP00000019326	ortholog_one2one	1
					
					
KCNK3	ENSG00000171303	KCNK3	ENSTGUP00000031747	ortholog_one2one	1
					
					
EHD4	ENSG00000103966	EHD4	ENSTGUP00000011335	ortholog_one2one	1
					
					
SCAF8	ENSG00000213079	SCAF8	ENSTGUP00000027472	ortholog_one2one	1
					
					
UMODL1	ENSG00000177398	UMODL1	ENSTGUP00000005691	ortholog_one2one	1
					
					
					
MAP4K3	ENSG00000011566	MAP4K3	ENSTGUP00000002097	ortholog_one2one	1
KMT2E	ENSG00000005483	KMT2E	ENSTGUP00000003023	ortholog_one2one	1
CENPJ	ENSG00000151849	CENPJ	ENSTGUP00000019711	ortholog_one2one	1
UBE2K	ENSG00000078140	UBE2K	ENSTGUP00000018348	ortholog_one2one	1
CLU	ENSG00000120885	CLU	ENSTGUP00000038497	ortholog_one2one	1
	ENSG00000188089	PLA2G4E	ENSTGUP00000014408	ortholog_one2many	1
					
PTPRZ1	ENSG00000106278	PTPRZ1	ENSTGUP00000033484	ortholog_one2one	1
DCLK1	ENSG00000133083	DCLK1	ENSTGUP00000031856	ortholog_one2one	1
					
	ENSG00000172264	MACROD2	ENSTGUP00000035955	ortholog_one2many	0
ZBTB21	ENSG00000173276	ZBTB21	ENSTGUP00000029589	ortholog_one2one	1
UST	ENSG00000111962	UST	ENSTGUP00000011010	ortholog_one2one	1
					
TIAM2	ENSG00000146426	TIAM2	ENSTGUP00000035757	ortholog_one2one	1
	ENSG00000171320	ESCO2	ENSTGUP00000032433	ortholog_one2one	0
KBTBD11	ENSG00000176595	KBTBD11	ENSTGUP00000013306	ortholog_one2one	1
PDS5A	ENSG00000121892	PDS5A	ENSTGUP00000009049	ortholog_one2one	1
					
					
	ENSG00000168078	PBK	ENSTGUP00000023697	ortholog_one2one	0
					
C2CD2	ENSG00000157617	C2CD2	ENSTGUP00000005673	ortholog_one2one	1
					
					
NKX6-2	ENSG00000148826	NKX6-2	ENSTGUP00000012049	ortholog_one2one	1
SRPK2	ENSG00000135250	SRPK2	ENSTGUP00000026166	ortholog_one2one	1
TAB2	ENSG00000055208	TAB2	ENSTGUP00000011001	ortholog_one2one	1
SCARA5	ENSG00000168079	SCARA5	ENSTGUP00000023721	ortholog_one2one	1
					
TFB1M	ENSG00000029639	TFB1M	ENSTGUP00000011478	ortholog_one2one	1
ZC3H12D	ENSG00000178199	ZC3H12D	ENSTGUP00000010998	ortholog_one2one	1
					
CLDN20	ENSG00000171217	CLDN20	ENSTGUP00000011480	ortholog_one2one	1
					
NOX3	ENSG00000074771	NOX3	ENSTGUP00000011474	ortholog_one2one	1
RHOH	ENSG00000168421	RHOH	ENSTGUP00000036957	ortholog_one2one	1
	ENSG00000131013	PPIL4	ENSTGUP00000010992	ortholog_one2many	1
					
					
	ENSG00000188089	PLA2G4E	ENSTGUP00000023285	ortholog_one2many	1
					
MYOM2	ENSG00000036448	MYOM2	ENSTGUP00000019964	ortholog_one2one	1
					
FAM162A	ENSG00000114023	FAM162A	ENSTGUP00000022604	ortholog_one2one	1
N4BP2	ENSG00000078177	N4BP2	ENSTGUP00000008981	ortholog_one2one	1
					
					
ANO2	ENSG00000047617	ANO2	ENSTGUP00000012310	ortholog_one2one	1
MAP1LC3C	ENSG00000197769	MAP1LC3C	ENSTGUP00000010982	ortholog_one2one	1
					
U2	ENSG00000222765	RNU2-40P	ENSTGUT00000018696	ortholog_one2many	0
					
ATRN	ENSG00000088812	ATRN	ENSTGUP00000018506	ortholog_one2one	1
PRDM15	ENSG00000141956	PRDM15	ENSTGUP00000005639	ortholog_one2one	1
					
KPNA1	ENSG00000114030	KPNA1	ENSTGUP00000025239	ortholog_one2one	1
EXO1	ENSG00000174371	EXO1	ENSTGUP00000010981	ortholog_one2one	1
FAM3C	ENSG00000196937	FAM3C	ENSTGUP00000034363	ortholog_one2one	1
CHRNA9	ENSG00000174343	CHRNA9	ENSTGUP00000008970	ortholog_one2one	1
NTF3	ENSG00000185652	NTF3	ENSTGUP00000020409	ortholog_one2one	1
WNT16	ENSG00000002745	WNT16	ENSTGUP00000026412	ortholog_one2one	1
	ENSG00000188089	PLA2G4E	ENSTGUP00000029158	ortholog_one2many	1
					
FBXO40	ENSG00000163833	FBXO40	ENSTGUP00000014446	ortholog_one2one	1
RBM47	ENSG00000163694	RBM47	ENSTGUP00000019591	ortholog_one2one	1
WDR64	ENSG00000162843	WDR64	ENSTGUP00000010971	ortholog_one2one	1
					
NBEA	ENSG00000172915	NBEA	ENSTGUP00000029783	ortholog_one2one	1
CPED1	ENSG00000106034	CPED1	ENSTGUP00000004781	ortholog_one2one	1
PUS7	ENSG00000091127	PUS7	ENSTGUP00000023295	ortholog_one2one	1
					
					
					
SCNN1A	ENSG00000111319	SCNN1A	ENSTGUP00000013734	ortholog_one2one	1
	ENSG00000188089	PLA2G4E	ENSTGUP00000015661	ortholog_one2many	1
					
RNF17	ENSG00000132972	RNF17	ENSTGUP00000031369	ortholog_one2one	1
					
					
RINT1	ENSG00000135249	RINT1	ENSTGUP00000003083	ortholog_one2one	1
KCNA5	ENSG00000130037	KCNA5	ENSTGUP00000018214	ortholog_one2one	1
					
RIPK4	ENSG00000183421	RIPK4	ENSTGUP00000005584	ortholog_one2one	1
OPN3	ENSG00000054277	OPN3	ENSTGUP00000010969	ortholog_one2one	1
	ENSG00000106701	FSD1L	ENSTGUP00000013295	ortholog_one2many	0
					
VAMP1	ENSG00000139190	VAMP1	ENSTGUP00000030157	ortholog_one2one	1
	ENSG00000188089	PLA2G4E	ENSTGUP00000011346	ortholog_one2many	1
PIGM	ENSG00000143315	PIGM	ENSTGUP00000026799	ortholog_one2one	1
ING3	ENSG00000071243	ING3	ENSTGUP00000027903	ortholog_one2one	1
NSUN7	ENSG00000179299	NSUN7	ENSTGUP00000008959	ortholog_one2one	1
	ENSG00000185055	EFCAB10	ENSTGUP00000031420	ortholog_one2one	0
TMPRSS2	ENSG00000184012	TMPRSS2	ENSTGUP00000005567	ortholog_one2one	1
	ENSG00000171811	CFAP46	ENSTGUP00000012061	ortholog_one2one	0
KCNA1	ENSG00000111262	KCNA1	ENSTGUP00000036834	ortholog_one2one	1
TSPAN12	ENSG00000106025	TSPAN12	ENSTGUP00000004808	ortholog_one2one	1
	ENSG00000188089	PLA2G4E	ENSTGUP00000035522	ortholog_one2many	1
MX1	ENSG00000157601	MX1	ENSTGUP00000005493	ortholog_one2one	1
					
APBB2	ENSG00000163697	APBB2	ENSTGUP00000018552	ortholog_one2one	1
ATXN7L1	ENSG00000146776	ATXN7L1	ENSTGUP00000028127	ortholog_one2one	1
ALDH18A1	ENSG00000059573	ALDH18A1	ENSTGUP00000012062	ortholog_one2one	1
FAM3B	ENSG00000183844	FAM3B	ENSTGUP00000005408	ortholog_one2one	1
	ENSG00000188089	PLA2G4E	ENSTGUP00000011360	ortholog_one2many	1
					
CSMD1	ENSG00000183117	CSMD1	ENSTGUP00000037929	ortholog_one2one	1
RGS7	ENSG00000182901	RGS7	ENSTGUP00000023968	ortholog_one2one	1
					
	ENSG00000125861	GFRA4	ENSTGUP00000026863	ortholog_one2one	0
					
NCAPD2	ENSG00000010292	NCAPD2	ENSTGUP00000036088	ortholog_one2one	1
					
					
UCHL1	ENSG00000154277	UCHL1	ENSTGUP00000008927	ortholog_one2one	1
					
					
BACE2	ENSG00000182240	BACE2	ENSTGUP00000005471	ortholog_one2one	1
					
MSH4	ENSG00000057468	MSH4	ENSTGUP00000010815	ortholog_one2one	1
					
ADAM33	ENSG00000149451	ADAM33	ENSTGUP00000024182	ortholog_one2one	1
					
	ENSG00000125870	SNRPB2	ENSTGUP00000033774	ortholog_one2many	1
					
					
	ENSG00000115155	OTOF	ENSTGUP00000035899	ortholog_one2many	1
					
					
					
					
NDUFA9	ENSG00000139180	NDUFA9	ENSTGUP00000020195	ortholog_one2one	1
VPS39	ENSG00000166887	VPS39	ENSTGUP00000011402	ortholog_one2one	1
					
					
	ENSG00000189350	TOGARAM2	ENSTGUP00000005814	ortholog_one2many	0
EGR4	ENSG00000135625	EGR4	ENSTGUP00000029104	ortholog_one2one	1
					
	ENSG00000163013	FBXO41	ENSTGUP00000015712	ortholog_one2many	1
					
TMEM87A	ENSG00000103978	TMEM87A	ENSTGUP00000011413	ortholog_one2one	1
					
					
SHISAL1	ENSG00000138944	SHISAL1	ENSTGUP00000029956	ortholog_one2one	1
MAB21L1	ENSG00000180660	MAB21L1	ENSTGUP00000012213	ortholog_one2one	1
	ENSG00000163013	FBXO41	ENSTGUP00000021394	ortholog_one2many	1
	ENSG00000137727	ARHGAP20	ENSTGUP00000011610	ortholog_one2many	1
PCSK2	ENSG00000125851	PCSK2	ENSTGUP00000022321	ortholog_one2one	1
RFC3	ENSG00000133119	RFC3	ENSTGUP00000012175	ortholog_one2one	1
LIMCH1	ENSG00000064042	LIMCH1	ENSTGUP00000033267	ortholog_one2one	1
PARVG	ENSG00000138964	PARVG	ENSTGUP00000012340	ortholog_one2one	1
IKZF2	ENSG00000030419	IKZF2	ENSTGUP00000029311	ortholog_one2one	1
					
GANC	ENSG00000214013	GANC	ENSTGUP00000011419	ortholog_one2one	1
GREM2	ENSG00000180875	GREM2	ENSTGUP00000038156	ortholog_one2one	1
					
FDX1	ENSG00000137714	FDX1	ENSTGUP00000011608	ortholog_one2one	1
PARVB	ENSG00000188677	PARVB	ENSTGUP00000025144	ortholog_one2one	1
SPAG16	ENSG00000144451	SPAG16	ENSTGUP00000002974	ortholog_one2one	1
SYPL1	ENSG00000008282	SYPL1	ENSTGUP00000003131	ortholog_one2one	1
					
					
STARD13	ENSG00000133121	STARD13	ENSTGUP00000029773	ortholog_one2one	1
RDX	ENSG00000137710	RDX	ENSTGUP00000031699	ortholog_one2one	1
CAPN3	ENSG00000092529	CAPN3	ENSTGUP00000031691	ortholog_one2one	1
VWC2L	ENSG00000174453	VWC2L	ENSTGUP00000002976	ortholog_one2one	1
CCT7	ENSG00000135624	CCT7	ENSTGUP00000023121	ortholog_one2one	1
SAMM50	ENSG00000100347	SAMM50	ENSTGUP00000012357	ortholog_one2one	1
SCARNA10	ENSG00000239002	SCARNA10	ENSTGUT00000034918	ortholog_one2one	1
NAMPT	ENSG00000105835	NAMPT	ENSTGUP00000031288	ortholog_one2one	1
BARD1	ENSG00000138376	BARD1	ENSTGUP00000002986	ortholog_one2one	1
					
					
					
					
					
					
PNPLA3	ENSG00000100344	PNPLA3	ENSTGUP00000012359	ortholog_one2one	1
PRADC1	ENSG00000135617	PRADC1	ENSTGUP00000015766	ortholog_one2one	1
					
GAPDH	ENSG00000111640	GAPDH	ENSTGUP00000013730	ortholog_one2one	1
ABCA12	ENSG00000144452	ABCA12	ENSTGUP00000003025	ortholog_one2one	1
	ENSG00000133116	KL	ENSTGUP00000012158	ortholog_one2many	0
					
CHRM3	ENSG00000133019	CHRM3	ENSTGUP00000023486	ortholog_one2one	1
	ENSG00000133116	KL	ENSTGUP00000028039	ortholog_one2many	0
					
SMYD5	ENSG00000135632	SMYD5	ENSTGUP00000019992	ortholog_one2one	1
					
					
					
					
CCDC71L	ENSG00000253276	CCDC71L	ENSTGUP00000035037	ortholog_one2one	1
	ENSG00000135631	RAB11FIP5	ENSTGUP00000018343	ortholog_one2many	1
IFFO1	ENSG00000010295	IFFO1	ENSTGUP00000025121	ortholog_one2one	1
SULT4A1	ENSG00000130540	SULT4A1	ENSTGUP00000018735	ortholog_one2one	1
PIK3CG	ENSG00000105851	PIK3CG	ENSTGUP00000003158	ortholog_one2one	1
	ENSG00000105248	YJU2	ENSTGUP00000031729	ortholog_one2many	0
					
					
PDS5B	ENSG00000083642	PDS5B	ENSTGUP00000031303	ortholog_one2one	1
					
					
					
					
PRKAR2B	ENSG00000005249	PRKAR2B	ENSTGUP00000023646	ortholog_one2one	1
					
NOP2	ENSG00000111641	NOP2	ENSTGUP00000013728	ortholog_one2one	1
					
					
					
ATIC	ENSG00000138363	ATIC	ENSTGUP00000003064	ortholog_one2one	1
					
					
					
					
					
MPPED1	ENSG00000186732	MPPED1	ENSTGUP00000012375	ortholog_one2one	1
					
					
					
					
HBP1	ENSG00000105856	HBP1	ENSTGUP00000003205	ortholog_one2one	1
					
					
					
					
					
	ENSG00000103994	ZNF106	ENSTGUP00000028700	ortholog_one2many	1
					
PHOX2B	ENSG00000109132	PHOX2B	ENSTGUP00000008870	ortholog_one2one	1
					
					
COG5	ENSG00000164597	COG5	ENSTGUP00000033862	ortholog_one2one	1
TMEM33	ENSG00000109133	TMEM33	ENSTGUP00000037030	ortholog_one2one	1
					
					
	ENSG00000103994	ZNF106	ENSTGUP00000027912	ortholog_one2many	0
					
					
					
					
	ENSG00000244754	N4BP2L2	ENSTGUP00000024481	ortholog_one2one	0
					
					
	ENSG00000198885	ITPRIPL1	ENSTGUP00000012843	ortholog_one2many	0
SLC30A9	ENSG00000014824	SLC30A9	ENSTGUP00000008855	ortholog_one2one	1
CHD4	ENSG00000111642	CHD4	ENSTGUP00000038137	ortholog_one2one	1
SCUBE1	ENSG00000159307	SCUBE1	ENSTGUP00000034269	ortholog_one2one	1
SNAP23	ENSG00000092531	SNAP23	ENSTGUP00000038044	ortholog_one2one	1
FN1	ENSG00000115414	FN1	ENSTGUP00000003174	ortholog_one2one	1
					
					
BEND4	ENSG00000188848	BEND4	ENSTGUP00000008841	ortholog_one2one	1
					
					
					
GPR22	ENSG00000172209	GPR22	ENSTGUP00000030301	ortholog_one2one	1
					
					
LRRC57	ENSG00000180979	LRRC57	ENSTGUP00000011468	ortholog_one2one	1
SLC25A43	ENSG00000077713	SLC25A43	ENSTGUP00000033784	ortholog_one2one	1
					
SHISA3	ENSG00000178343	SHISA3	ENSTGUP00000030009	ortholog_one2one	1
					
DUS4L	ENSG00000105865	DUS4L	ENSTGUP00000003217	ortholog_one2one	1
					
					
RPL7L1	ENSG00000146223	RPL7L1	ENSTGUP00000001973	ortholog_one2one	1
BCAP29	ENSG00000075790	BCAP29	ENSTGUP00000003220	ortholog_one2one	1
XKR5	ENSG00000275591	XKR5	ENSTGUP00000032964	ortholog_one2one	1
	ENSG00000138018	SELENOI	ENSTGUP00000021433	ortholog_one2many	1
					
DGKH	ENSG00000102780	DGKH	ENSTGUP00000012757	ortholog_one2one	1
TRAM2	ENSG00000065308	TRAM2	ENSTGUP00000013674	ortholog_one2one	1
SLC26A4	ENSG00000091137	SLC26A4	ENSTGUP00000003263	ortholog_one2one	1
KCND2	ENSG00000184408	KCND2	ENSTGUP00000004824	ortholog_one2one	1
EFHC1	ENSG00000096093	EFHC1	ENSTGUP00000013671	ortholog_one2one	1
					
ATP8A1	ENSG00000124406	ATP8A1	ENSTGUP00000022199	ortholog_one2one	1
					
					
					
					
					
	ENSG00000144040	SFXN5	ENSTGUP00000015811	ortholog_one2many	1
					
MBIP	ENSG00000151332	MBIP	ENSTGUP00000012369	ortholog_one2one	1
TTLL12	ENSG00000100304	TTLL12	ENSTGUP00000012391	ortholog_one2one	1
	ENSG00000107890	ANKRD26	ENSTGUP00000033549	ortholog_many2many	0
	ENSG00000163046	ANKRD30BL	ENSTGUP00000033549	ortholog_many2many	0
	ENSG00000180777	ANKRD30B	ENSTGUP00000033549	ortholog_many2many	0
	ENSG00000148513	ANKRD30A	ENSTGUP00000033549	ortholog_many2many	0
	ENSG00000260691	ANKRD20A1	ENSTGUP00000033549	ortholog_many2many	0
	ENSG00000180071	ANKRD18A	ENSTGUP00000033549	ortholog_many2many	0
	ENSG00000230453	ANKRD18B	ENSTGUP00000033549	ortholog_many2many	0
	ENSG00000105879	CBLL1	ENSTGUP00000028655	ortholog_one2many	1
	ENSG00000175809	CBLL2	ENSTGUP00000028655	ortholog_one2many	1
STEEP1	ENSG00000018610	STEEP1	ENSTGUP00000003435	ortholog_one2one	1
					
					
	ENSG00000135638	EMX1	ENSTGUP00000020352	ortholog_one2many	1
PAQR8	ENSG00000170915	PAQR8	ENSTGUP00000020935	ortholog_one2one	1
BFSP1	ENSG00000125864	BFSP1	ENSTGUP00000002467	ortholog_one2one	1
	ENSG00000116096	SPR	ENSTGUP00000028993	ortholog_one2many	1
NKRF	ENSG00000186416	NKRF	ENSTGUP00000003457	ortholog_one2one	1
INTS7	ENSG00000143493	INTS7	ENSTGUP00000003230	ortholog_one2one	1
	ENSG00000251898	SCARNA11	ENSTGUT00000019335	ortholog_one2many	1
	ENSG00000253085		ENSTGUT00000019335	ortholog_one2many	0
AKAP11	ENSG00000023516	AKAP11	ENSTGUP00000034485	ortholog_one2one	1
					
BRCA2	ENSG00000139618	BRCA2	ENSTGUP00000012130	ortholog_one2one	1
TSPO	ENSG00000100300	TSPO	ENSTGUP00000012393	ortholog_one2one	1
					
					
NR3C2	ENSG00000151623	NR3C2	ENSTGUP00000025990	ortholog_one2one	1
LPAR5	ENSG00000184574	LPAR5	ENSTGUP00000013719	ortholog_one2one	1
LSM8	ENSG00000128534	LSM8	ENSTGUP00000033286	ortholog_one2one	1
MCM3	ENSG00000112118	MCM3	ENSTGUP00000013668	ortholog_one2one	1
PDE6H	ENSG00000139053	PDE6H	ENSTGUP00000029070	ortholog_one2one	1
SLC26A3	ENSG00000091138	SLC26A3	ENSTGUP00000015626	ortholog_one2one	1
					
	ENSG00000138029	HADHB	ENSTGUP00000030133	ortholog_one2many	1
					
PDE5A	ENSG00000138735	PDE5A	ENSTGUP00000001971	ortholog_one2one	1
	ENSG00000224960	PPP4R3C	ENSTGUP00000002465	ortholog_many2many	0
	ENSG00000275052	PPP4R3B	ENSTGUP00000002465	ortholog_many2many	0
					
	ENSG00000112116	IL17F	ENSTGUP00000013666	ortholog_one2many	1
PI15	ENSG00000137558	PI15	ENSTGUP00000011929	ortholog_one2one	1
					
					
MCAT	ENSG00000100294	MCAT	ENSTGUP00000037666	ortholog_one2one	1
	ENSG00000112116	IL17F	ENSTGUP00000013665	ortholog_one2many	0
SEPTIN6	ENSG00000125354	SEPTIN6	ENSTGUP00000035760	ortholog_one2one	1
					
RAD54B	ENSG00000197275	RAD54B	ENSTGUP00000012245	ortholog_one2one	1
CRISPLD1	ENSG00000121005	CRISPLD1	ENSTGUP00000011936	ortholog_one2one	1
MCPH1	ENSG00000147316	MCPH1	ENSTGUP00000013272	ortholog_one2one	1
DLD	ENSG00000091140	DLD	ENSTGUP00000003349	ortholog_one2one	1
ARID1B	ENSG00000049618	ARID1B	ENSTGUP00000011463	ortholog_one2one	1
	ENSG00000101292	PROKR2	ENSTGUP00000023304	ortholog_one2many	1
	ENSG00000169618	PROKR1	ENSTGUP00000023304	ortholog_one2many	1
	ENSG00000144036	EXOC6B	ENSTGUP00000015885	ortholog_one2many	1
					
tgu-mir-133-2	ENSG00000199080	MIR133B	ENSTGUT00000018564	ortholog_one2one	1
TNFSF11	ENSG00000120659	TNFSF11	ENSTGUP00000025466	ortholog_one2one	1
ING4	ENSG00000111653	ING4	ENSTGUP00000013715	ortholog_one2one	1
					
					
ZAR1L	ENSG00000189167	ZAR1L	ENSTGUP00000012118	ortholog_one2one	1
FSBP	ENSG00000265817	FSBP	ENSTGUP00000029615	ortholog_one2one	1
NET1	ENSG00000173848	NET1	ENSTGUP00000002008	ortholog_one2one	1
	ENSG00000169621	APLF	ENSTGUP00000028678	ortholog_one2one	0
EDNRB	ENSG00000136160	EDNRB	ENSTGUP00000037106	ortholog_one2one	1
					
	ENSG00000084754	HADHA	ENSTGUP00000014887	ortholog_one2many	1
